0.0486948806676956 0.000 300.800 13.461 	
0.0465888643602018 0.100 186.000 14.849 	
0.0493656001416089 0.200 145.600 4.775 	
0.0497153590226804 0.300 126.400 7.829 	
0.0470135986697388 0.400 100.600 7.301 	
0.0436334660484987 0.500 95.800 4.382 	
0.0494630485685841 0.600 90.400 10.691 	
0.0479131774762551 0.700 72.600 7.162 	
0.0447999232360799 0.800 73.600 5.683 	
0.0473229427891597 0.900 71.000 12.390 	
0.0469080095357939 1.000 59.600 4.037 	
0.0475825181839237 1.100 59.400 6.465 	
0.0508570921521611 1.200 58.200 7.662 	
0.048767846546257 1.300 53.600 4.827 	
0.0473017242000607 1.400 49.800 5.675 	

0.0976090086072184 0.000 305.800 13.700 	
0.0988612852267238 0.100 194.400 8.444 	
0.0903640155453994 0.200 150.400 9.685 	
0.099131155186291 0.300 132.200 10.450 	
0.0953650401885165 0.400 106.800 10.378 	
0.0961433561937359 0.500 97.600 5.857 	
0.0970361459878873 0.600 87.400 7.956 	
0.0985064483354092 0.700 83.600 6.465 	
0.103183123519383 0.800 68.200 3.347 	
0.0996896356355457 0.900 71.800 8.643 	
0.0936091135737908 1.000 66.000 11.068 	
0.0976130545679993 1.100 63.200 9.602 	
0.0928859595251853 1.200 59.600 3.782 	
0.0995530474206121 1.300 62.800 7.430 	
0.0988778692260114 1.400 59.200 13.084 	

0.150526072959446 0.000 304.200 14.906 	
0.145413923962106 0.100 195.600 10.761 	
0.145472977057201 0.200 156.000 6.745 	
0.147493116981249 0.300 130.000 9.301 	
0.145677045647463 0.400 117.800 6.221 	
0.147696379139401 0.500 98.600 2.074 	
0.146800630207554 0.600 90.600 7.893 	
0.149634158686366 0.700 95.800 9.910 	
0.152178259303358 0.800 76.400 5.899 	
0.152431141815565 0.900 73.200 8.614 	
0.154046572521024 1.000 71.200 8.319 	
0.149404617036917 1.100 69.200 6.535 	
0.148516360011404 1.200 66.000 11.554 	
0.144611573624697 1.300 62.800 12.276 	
0.146161269755349 1.400 62.200 11.541 	

0.19967702719051 0.000 303.600 12.621 	
0.200265134850786 0.100 199.400 6.914 	
0.19453201719453 0.200 166.000 4.416 	
0.195123935019105 0.300 135.600 8.473 	
0.199340417923002 0.400 117.400 4.336 	
0.200285250051546 0.500 107.600 4.159 	
0.197290754438734 0.600 94.000 5.612 	
0.195301630925172 0.700 88.800 5.450 	
0.196792796099622 0.800 85.600 10.854 	
0.19388975559075 0.900 78.400 9.839 	
0.196538190665531 1.000 71.200 3.347 	
0.198632382818227 1.100 73.000 5.339 	
0.198692984847714 1.200 69.200 2.490 	
0.194858687804612 1.300 61.800 5.020 	
0.197442845818935 1.400 62.200 9.066 	

0.248709855677944 0.000 302.400 13.502 	
0.249481651027057 0.100 207.800 12.518 	
0.245344058279984 0.200 163.800 6.870 	
