0.985 0.000 96.000 0.000 	
0.985 0.100 72.800 8.438 	
0.985 0.200 65.200 9.039 	
0.985 0.300 60.400 2.608 	
0.985 0.400 63.600 4.615 	
0.985 0.500 67.200 5.450 	
